,F1DLOT,F1ROLL,CLAIM_NUM,CLAIM,Claims,DIM_DIVISION_CUSTOMER_GK,F1GROL,F1GROL_count,F1PROL,INVENTORY_BACKING_CD,INVENTORY_COLOR_CD,INVENTORY_SIZE_CD,INVENTORY_STYLE_CD,claimRatio,dollarClaims,dollarPerClaim,dollarPerSale,dollarSales,numClaims,numSales,F1ROLL_count,F1DLOT_count
20994,771238,08149853,7102366,469.27,0,235273,5018181,1,07498948,1,89,1,298,0.2652022062978954,469.27,469.27,442.37,1769.48,1.0,4.0,1,2
20995,L108018,06641866,7006836,203.58,1,321914,3938362,1,96812568,7,301,1,233,1.1111232398209803,203.58,203.58,61.07333333333333,183.22,1.0,3.0,1,1
20996,L130096,07815762,7059139,1382.28,1,261098,4638102,1,04120547,1,20,1,82,1.0,1382.28,1382.28,460.76,1382.28,1.0,3.0,1,3
20997,K72814,10433780,7099862,669.33,1,261098,5244794,1,10226435,7,43,1,433,1.6202671499863448,1305.19,652.595,161.108,805.54,2.0,5.0,1,1
20998,K75617,11138838,7129017,635.86,1,261098,5268714,1,10747812,7,43,1,433,1.6202671499863448,1305.19,652.595,161.108,805.54,2.0,5.0,1,1
20999,PP47702R,07811694,7040983,1479.49,1,261098,4878852,1,06991757,7,2,1,215,0.8550284915103391,1479.49,1479.49,576.78,1730.34,1.0,3.0,1,1
21000,PP81617,06463248,7009042,183.14,0,261098,3988193,1,97239850,7,23,1,258,0.18817557848012822,183.14,183.14,324.41333333333336,973.24,1.0,3.0,1,1
21001,P35552,05374292,6974321,1821.66,1,261098,4774029,2,04978417,7,12,1,207,2.377928909890741,1821.66,1821.66,191.5175,766.07,1.0,4.0,1,3
21002,A37328,06018186,7012695,525.68,1,261098,4832631,1,05928632,1,136,1,43,1.0048360890757908,525.68,525.68,174.38333333333333,523.15,1.0,3.0,1,1
21003,A36887$1,07032089,7109283,82.08,1,261098,4848248A,1,06667461,1,4,1,108,0.01731875045492378,109.45,54.725,574.5218181818182,6319.74,2.0,11.0,1,1
21004,A32813$,03847700,7012753,27.37,1,261098,4650111,1,,1,4,1,108,0.01731875045492378,109.45,54.725,574.5218181818182,6319.74,2.0,11.0,1,1
21005,P29065,04060526,6974393,99.58,1,261098,4682514,1,,7,37,1,178,0.03098638005769105,99.58,99.58,1071.2233333333334,3213.67,1.0,3.0,1,1
21006,A45262,08442213,7058790,296.75,1,261098,5064973,3,,1,183,1,85,0.10376164368234077,296.75,296.75,476.65333333333336,2859.92,1.0,6.0,1,3
21007,P34158,05639274,6993728,1251.28,0,261098,4758865,1,04815374,7,58,1,368,1.2392469124798209,1251.28,1251.28,504.855,1009.71,1.0,2.0,1,1
21008,P34563,05615745,6984199,2767.05,1,261098,4725670,1,04874901,7,9,1,288,1.2901563825918296,2767.05,2767.05,714.9133333333333,2144.74,1.0,3.0,1,1
21009,K66782,09023302,7067687,815.37,1,259775,5141382,1,09019879,1,26,1,171,1.1204600733808796,815.37,815.37,181.9275,727.71,1.0,4.0,1,3
21010,L136452,06439064,7090722,552.98,0,242822,4874837,2,06145739,1,72,1,384,2.0599761585456715,1105.96,552.98,536.88,536.88,2.0,1.0,2,2
21011,L136452,06439064,7091622,552.98,0,242822,4874837,2,06145739,1,72,1,384,2.0599761585456715,1105.96,552.98,536.88,536.88,2.0,1.0,2,2
21012,L131774,05115199,6973602,523.24,1,242822,4735453,1,,1,19,1,82,2.1575491918821323,1117.33,558.665,103.574,517.87,2.0,5.0,1,1
21013,L131609,05512478,6979775,594.09,1,242822,4739536,1,05009173,1,19,1,82,2.1575491918821323,1117.33,558.665,103.574,517.87,2.0,5.0,1,1
21014,P20273,03033259,6974080,1372.1,1,242822,4534352,1,02856137,7,145,1,370,0.29700998547527874,1372.1,1372.1,923.942,4619.71,1.0,5.0,1,1
21015,A22422$,07545875,7025804,317.52,1,242822,4279751,1,99870784,7,80,1,620,0.3984122254384472,1123.14,1123.14,704.76,2819.04,1.0,4.0,1,2
21016,A22422$,00086925,7025804,805.62,1,242822,4279751A,1,99870841,7,80,1,620,0.3984122254384472,1123.14,1123.14,704.76,2819.04,1.0,4.0,1,2
21017,CA49408,10121892,7085617,147.15,1,242822,5185272A,1,10012070,1,18,1,82,1.0846970367094206,147.15,147.15,45.22,135.66,1.0,3.0,1,1
21018,P44585,06865182,7024161,2165.59,0,242822,4908304,2,06469279,7,45,1,153,1.0290576115261068,2165.59,2165.59,2104.44,2104.44,1.0,1.0,1,2
21019,807395,08551159,7092098,175.54,1,242822,5106793,1,,1,3,1,148,0.09587739229223105,175.54,175.54,610.2933333333334,1830.88,1.0,3.0,1,8
21020,KK68392,09659039,7081279,813.8,1,242822,5154679,1,09583894,1,69,3,363,1.144536798728605,813.8,813.8,237.01,711.03,1.0,3.0,1,1
21021,P15492,02373828,7068727,1185.2,0,242822,4450175,1,02040965,7,24,1,385,0.43658760300439464,1185.2,1185.2,1357.345,2714.69,1.0,2.0,1,1
21022,P93057,98596922,7103976,1448.6,0,242822,4155040,1,,7,153,1,385,1.013378356892466,2676.92,2676.92,2641.58,2641.58,1.0,1.0,1,2
21023,P93057,98775713,7103976,1228.32,0,242822,4155041,1,98596971,7,153,1,385,1.013378356892466,2676.92,2676.92,2641.58,2641.58,1.0,1.0,1,2
21024,A34746,04637940,7146203,379.62,1,242822,4735320,1,04510732,1,183,1,58,0.24197958962525737,379.62,379.62,392.2025,1568.81,1.0,4.0,1,1
21025,P86285,97780785,7109862,233.68,1,237744,4046296,1,,7,47,1,307,0.10049499202250042,233.68,233.68,581.3225,2325.29,1.0,4.0,1,1
21026,K74240,10545534,7093170,875.52,0,306803,5259047,1,10518159,1,2,1,202,1.0313339301700986,875.52,875.52,848.92,848.92,1.0,1.0,1,1
21027,P71791,10392239,7097223,1000.0,1,237744,5145507,1,,4,79,1,22,0.37025792166823407,1000.0,1000.0,675.205,2700.82,1.0,4.0,1,1
21028,L128073,04801958,6977252,260.85,1,237744,4588770,1,03727546,4,142,1,181,1.034257166646842,260.85,260.85,84.07000000000001,252.21,1.0,3.0,1,1
21029,P39436,06259791,7005977,960.33,1,237744,4844218,3,05631088,7,86,1,117,1.9323179382093318,2942.07,2942.07,380.64,1522.56,1.0,4.0,3,3
21030,P39436,06259791,7005977,1164.46,1,237744,4844218,3,05631088,7,86,1,117,1.9323179382093318,2942.07,2942.07,380.64,1522.56,1.0,4.0,3,3
21031,P39436,06259791,7005977,817.28,0,237744,4844218,3,05631088,7,86,1,117,1.9323179382093318,2942.07,2942.07,380.64,1522.56,1.0,4.0,3,3
21032,L133345,05977373,6998171,1644.03,1,237744,4852066,2,05787611,4,101,1,461,1.257458855113783,2192.04,2192.04,348.646,1743.23,1.0,5.0,2,2
21033,L133345,05977373,6998171,548.01,1,237744,4852066,2,05787611,4,101,1,461,1.257458855113783,2192.04,2192.04,348.646,1743.23,1.0,5.0,2,2
21034,L129032R,05977388,6998171,1256.15,1,237744,4483921,2,04243997,4,84,1,461,4.856923255409247,3349.14,1674.57,98.50857142857141,689.56,2.0,7.0,2,2
21035,L129032R,05977388,6998171,418.72,1,237744,4483921,2,04243997,4,84,1,461,4.856923255409247,3349.14,1674.57,98.50857142857141,689.56,2.0,7.0,2,2
21036,L134373,06415160,7007027,1255.7,1,237744,4771605,2,06410529,4,84,1,461,4.856923255409247,3349.14,1674.57,98.50857142857141,689.56,2.0,7.0,2,2
21037,L134373,06415160,7007027,418.57,1,237744,4771605,2,06410529,4,84,1,461,4.856923255409247,3349.14,1674.57,98.50857142857141,689.56,2.0,7.0,2,2
21038,A53626,11064271,7109533,253.33,1,333762,5301300,1,10869319,7,45,1,418,1.0,253.33,253.33,84.44333333333334,253.33,1.0,3.0,1,1
21039,P40100R,06042925,6996449,1450.33,1,333762,4819018,3,05738486,7,103,1,252,0.4999363113809144,3100.63,3100.63,886.0071428571429,6202.05,1.0,7.0,3,3
21040,P40100R,06042925,6996449,911.63,1,333762,4819018,3,05738486,7,103,1,252,0.4999363113809144,3100.63,3100.63,886.0071428571429,6202.05,1.0,7.0,3,3
21041,P40100R,06042925,6996449,738.67,0,333762,4819018,3,05738486,7,103,1,252,0.4999363113809144,3100.63,3100.63,886.0071428571429,6202.05,1.0,7.0,3,3
21042,BK28936*,05719081,6987918,249.12,1,333762,3950093,1,98788927,1,410,1,770,1.1111507582515612,249.12,249.12,74.73333333333333,224.2,1.0,3.0,1,1
21043,XP61341,94131557,7084883,1610.74,0,333762,3629824,1,93900373,7,17,1,326,2.726740249187432,1610.74,1610.74,590.72,590.72,1.0,1.0,1,1
21044,KK33286,00042576,7011405,227.07,1,333762,4239462,1,99530046,7,24,1,358,0.19503208018758536,227.07,227.07,388.09,1164.27,1.0,3.0,1,1
21045,K47346,04840271,6983582,228.11,1,333762,4670506,1,03929311,1,20,1,83,0.08966764283889228,228.11,228.11,363.4214285714285,2543.95,1.0,7.0,1,1
21046,K48534,05325839,6974392,159.56,1,333762,4682494,2,04292732,1,30,1,151,0.11164600184723893,159.56,159.56,357.29,1429.16,1.0,4.0,1,2
21047,P29725,04530394,6958584,962.55,1,333762,4649842,2,04144579,7,121,1,252,1.2463034399650947,1799.55,1799.55,481.30333333333334,1443.91,1.0,3.0,2,3
21048,P29725,04530394,6958584,837.0,1,333762,4649842,2,04144579,7,121,1,252,1.2463034399650947,1799.55,1799.55,481.30333333333334,1443.91,1.0,3.0,2,3
21049,P70857,10403928,7109350,219.6,1,244699,5245738,1,10263358,7,18,1,329,0.20574512339085954,219.6,219.6,266.835,1067.34,1.0,4.0,1,1
21050,A33856,04771148,7080389,1005.98,1,244699,4685115,1,04330699,1,84,1,75,1.0112892686604675,1005.98,1005.98,331.5833333333333,994.75,1.0,3.0,1,1
21051,P2890$,00591658,6968613,1687.44,1,308767,4295100,1,00187841,7,80,1,395,0.05777044376125494,1687.44,1687.44,1718.2,29209.4,1.0,17.0,1,1
21052,P57203,08993580,7087572,371.59,1,308767,5053583,1,08222148,7,92,1,326,0.5700719512756393,371.59,371.59,217.27666666666667,651.83,1.0,3.0,1,1
21053,P57924,09939138,7092020,282.92,1,308767,5065879,2,08365280,7,221,1,159,0.07980244016297841,565.84,565.84,1012.9300000000001,7090.51,1.0,7.0,1,2
21054,P57924,09939146,7092020,282.92,1,308767,5065879,2,08365280,7,221,1,159,0.07980244016297841,565.84,565.84,1012.9300000000001,7090.51,1.0,7.0,1,2
21055,A30141,02846917,7054651,406.05,0,244699,4558739,1,,1,72,1,64,0.11346615995081877,406.05,406.05,715.72,3578.6,1.0,5.0,1,1
21056,P24931,04436136,6971660,446.4,1,308767,4605280,1,03508514,7,145,1,395,0.29782833505687695,446.4,446.4,499.6166666666666,1498.85,1.0,3.0,1,1
21057,P65428,10088017,7092016,1486.33,1,308767,5061314,1,09577761,1,160,1,394,1.0,4023.97,4023.97,1341.3233333333333,4023.97,1.0,3.0,1,6
21058,P65428,09578179,7092016,2537.64,1,308767,5061315,5,09552636,1,160,1,394,1.0,4023.97,4023.97,1341.3233333333333,4023.97,1.0,3.0,1,6
21059,L121589,02747746,6986968,659.09,1,308767,4494957,2,02428346,7,147,1,160,2.4809997929645595,1318.18,1318.18,177.10333333333332,531.31,1.0,3.0,2,2
21060,L121589,02747746,6986968,659.09,0,308767,4494957,2,02428346,7,147,1,160,2.4809997929645595,1318.18,1318.18,177.10333333333332,531.31,1.0,3.0,2,2
21061,P31176R,06888685,7034000,1199.56,0,308767,4680214,1,04374419,7,72,1,417,0.9079734168975278,1199.56,1199.56,660.57,1321.14,1.0,2.0,1,1
21062,465128$,98969834,7005762,239.29,1,308767,4110908,1,98145420,1,221,3,84,0.9180862492326581,239.29,239.29,86.88,260.64,1.0,3.0,1,1
21063,L127529R,07744060,7029527,493.75,1,276357,4603299,1,03328527,6,153,1,636,0.45757842546684585,493.75,493.75,359.68333333333334,1079.05,1.0,3.0,1,1
21064,L119571,00937226,7104597,1368.05,0,276357,4332936,1,,6,65,1,181,0.7325451264504452,1368.05,1368.05,933.765,1867.53,1.0,2.0,1,1
21065,775761,09267599,7062059,662.0,1,236537,5009098,4,,1,191,1,109,0.8042212518195051,1768.0,1768.0,439.68,2198.4,1.0,5.0,2,4
21066,775761,09267584,7062059,662.0,1,236537,5009098,4,,1,191,1,109,0.8042212518195051,1768.0,1768.0,439.68,2198.4,1.0,5.0,2,4
21067,775761,09267584,7062059,222.0,1,236537,5009098,4,,1,191,1,109,0.8042212518195051,1768.0,1768.0,439.68,2198.4,1.0,5.0,2,4
21068,775761,09267599,7062059,222.0,1,236537,5009098,4,,1,191,1,109,0.8042212518195051,1768.0,1768.0,439.68,2198.4,1.0,5.0,2,4
21069,A46273,09899708,7078314,496.8,1,236537,5069461,1,08745154,1,240,1,41,1.0072992700729928,496.8,496.8,164.4,493.2,1.0,3.0,1,1
21070,P34597,04997127,7104267,1201.81,1,284229,4769891,1,04902862,7,41,1,188,0.29546650276582664,1201.81,1201.81,581.0714285714286,4067.5,1.0,7.0,1,1
21071,A31908,03726760,6958844,1152.0,1,269723,4626333,4,03515191,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,10
21072,A32107,03633799,6958850,1152.0,1,269723,4628876,5,03568251,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,8
21073,A31908,04399685,6958862,1128.96,1,269723,4626334,4,03515328,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,10
21074,A31908,04399670,6958862,1167.38,1,269723,4626334,4,03515260,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,10
21075,A31908,03515328,6958862,1125.1,1,269723,4626334,4,,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,10
21076,A31908,03515260,6958862,1162.89,1,269723,4626334,4,,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,10
21077,A31908,03515063,6958862,1118.07,1,269723,4626331A,1,,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,10
21078,A31908,03515016,6958862,1256.95,1,269723,4626331,1,,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,10
21079,A32107,03568150,6958850,897.29,1,269723,4628876,5,,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,8
21080,A32107,03642217,6958850,998.38,1,269723,4628877,3,03568365,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,8
21081,A32107,03642129,6958850,921.6,1,269723,4628877,3,03568435,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,8
21082,A32107,03642071,6958850,921.6,1,269723,4628876,5,03568150,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,8
21083,A7353,96350904,6958866,456.94,1,269723,3713460,1,94639418,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,1
21084,A31908,03515107,6958844,1119.34,1,269723,4626333,4,,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,10
21085,A31908,03515191,6958844,1154.53,1,269723,4626333,4,,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,10
21086,A31908,03515221,6958844,1230.74,1,269723,4626333,4,,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,10
21087,A32107,03568251,6958850,1180.17,1,269723,4628876,5,,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,8
21088,A32107,03568297,6958850,1032.31,1,269723,4628876,5,,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,8
21089,A32107,03568442,6958850,1280.62,1,269723,4628877,3,,1,30,1,11,3.0319904668882955,20456.87,5114.2175,749.6677777777778,6747.01,4.0,9.0,1,8
21090,K51253,04900448,7013035,10.33,1,319858,4768771,1,,1,123,1,83,3.486502157091797e-05,10.33,10.33,7407.13725,296285.49,1.0,40.0,1,1
21091,C9089,08196822,7076725,1120.23,0,177593,K367909,1,,5,30,1,727,1.0,4106.58,4106.58,4106.58,4106.58,1.0,1.0,1,3
21092,C9089,08369577,7076725,1271.73,0,177593,K367912,2,08308245,5,30,1,727,1.0,4106.58,4106.58,4106.58,4106.58,1.0,1.0,1,3
21093,C9089,08369590,7076725,1714.62,0,177593,K367912,2,08308245,5,30,1,727,1.0,4106.58,4106.58,4106.58,4106.58,1.0,1.0,1,3
21094,K68888,10811785,7138524,990.11,0,333745,5153645,1,09446442,1,49,1,363,0.327471473457913,990.11,990.11,1007.8333333333334,3023.5,1.0,3.0,1,1
21095,718978,09913259,7115142,144.92,1,321297,4937993,2,06798597,1,266,3,470,0.6667018608948132,252.58,252.58,189.425,378.85,1.0,2.0,1,2
21096,718978,09913249,7115142,107.66,1,321297,4937993,2,06798597,1,266,3,470,0.6667018608948132,252.58,252.58,189.425,378.85,1.0,2.0,1,2
21097,P82261,11766774,7128332,4331.31,0,333745,5357610,1,11712741,7,352,1,621,1.0,4331.31,4331.31,4331.31,4331.31,1.0,1.0,1,1
21098,K47571,03983667,7019833,246.27,1,346504,4663525,2,03952590,1,2,1,202,0.7306080963831527,884.16,884.16,302.5425,1210.17,1.0,4.0,1,4
21099,K47571,06583344,7019833,637.89,1,346504,4663526,2,03952659,1,2,1,202,0.7306080963831527,884.16,884.16,302.5425,1210.17,1.0,4.0,1,4
21100,P29778,04547432,6969465,1526.4,1,346504,4652727,1,04176295,7,59,1,390,0.44268114428899563,1526.4,1526.4,862.02,3448.08,1.0,4.0,1,1
21101,P49464,07894116,7101053,728.68,1,346504,4978031,6,07327098,7,12,1,62,0.22499498247726674,728.68,728.68,647.73,3238.65,1.0,5.0,1,6
21102,P71259,10426412,7142279,2060.23,0,346504,5220917,1,10369763,7,20,1,255,0.5939401784251583,2936.66,1468.33,1236.0925,4944.37,2.0,4.0,1,1
21103,L135158,05641503,7047039,1573.37,0,181323,4564934,1,05384186,1,78,1,823,1.0,1573.37,1573.37,1573.37,1573.37,1.0,1.0,1,1
21104,K77400,11214019,7127741,1653.07,1,233884,5302978,1,11082253,1,160,1,341,1.1386818576329094,1653.07,1653.07,483.91333333333336,1451.74,1.0,3.0,1,1
21105,A35011,04619387,6974749,21.47,1,307016,4734201,1,,1,34,1,171,0.0015348812998778627,102.91,25.7275,1812.0954054054055,67047.53,4.0,37.0,1,2
21106,K59766,07381356,7048798,19.42,1,307016,4986866,1,,1,34,1,171,0.0015348812998778627,102.91,25.7275,1812.0954054054055,67047.53,4.0,37.0,1,1
21107,K65146R,08618506,7126783,27.57,1,307016,5093166,1,,1,34,1,171,0.0015348812998778627,102.91,25.7275,1812.0954054054055,67047.53,4.0,37.0,1,1
21108,Z5585,12435846,7144022,3125.7,1,241945,K369861,1,11396552,14,426,8,675,1.0526333514065083,3125.7,3125.7,989.8033333333333,2969.41,1.0,3.0,1,1
21109,A43394,07820999,7103785,1943.71,0,178226,4980202,1,,1,202,1,41,0.12903450661168162,1943.71,1943.71,15063.49,15063.49,1.0,1.0,1,1
21110,A36221,05265713,7096356,3411.25,0,236898,4782700,3,05130280,7,3,1,591,1.0,3411.25,3411.25,3411.25,3411.25,1.0,1.0,1,3
21111,K66007RR,08863234,7135964,720.72,1,284963,5105373,1,,1,261,1,893,0.20086284739640817,720.72,720.72,897.03,3588.12,1.0,4.0,1,1
21112,P61804,08977233,7059080,1058.43,1,391987,5120537,1,,7,45,1,60,0.21598804997949153,1058.43,1058.43,1225.1025,4900.41,1.0,4.0,1,1
21113,AA88759,89350805,6944963,849.58,0,337803,3066933,1,,1,204,1,43,0.6111514750419026,849.58,849.58,1390.13,1390.13,1.0,1.0,1,1
21114,P63110,09186679,7062138,885.57,1,392347,5136875,1,09133673,7,45,1,60,0.21983333209213654,885.57,885.57,1342.79,4028.37,1.0,3.0,1,3
21115,LL113536,98807769,7089585,342.72,0,249588,3994036,1,,6,40,1,578,0.15446256743540399,342.72,342.72,1109.395,2218.79,1.0,2.0,1,1
21116,P79413,11634288,7140463,200.0,1,324440,5362773,1,11356862,7,116,1,154,0.08796351273491755,200.0,200.0,757.89,2273.67,1.0,3.0,1,1
21117,752295,07199675,7052997,103.68,1,240348,4987495,1,,1,74,1,100,0.005938403544667741,396.23,132.07666666666668,2471.234074074074,66723.32,3.0,27.0,1,4
21118,0C870925,10716984,7101153,601.41,1,235518,5290556,2,,1,93,1,213,0.17639657185093063,601.41,601.41,378.82444444444445,3409.42,1.0,9.0,1,2
21119,772295,07762851,7049270,517.55,1,250980,5036549,1,,1,92,1,81,0.012810418950695634,952.66,190.53199999999998,1652.5784444444444,74366.03,5.0,45.0,1,1
21120,797390,08700543,7061846,25.44,1,250980,5068042,1,,1,92,1,81,0.012810418950695634,952.66,190.53199999999998,1652.5784444444444,74366.03,5.0,45.0,1,4
21121,589780,03091705,7023229,345.27,1,250980,4560665,1,,1,92,1,81,0.012810418950695634,952.66,190.53199999999998,1652.5784444444444,74366.03,5.0,45.0,1,1
21122,797390,09008223,7077561,25.89,1,250980,5071293,1,,1,92,1,81,0.012810418950695634,952.66,190.53199999999998,1652.5784444444444,74366.03,5.0,45.0,1,4
21123,854633,10394662,7136633,38.51,1,250980,5276304,1,,1,92,1,81,0.012810418950695634,952.66,190.53199999999998,1652.5784444444444,74366.03,5.0,45.0,1,3
21124,788372,08290379,7043848,0.08,1,251819,5056370,1,08186982,1,261,1,360,1.3331644658343277e-05,0.08,0.08,1000.1266666666667,6000.76,1.0,6.0,1,1
21125,P23149R,03198589,6974015,675.33,1,244069,4576360,1,,7,108,1,117,0.12847033309871214,675.33,675.33,2628.35,5256.7,1.0,2.0,1,1
21126,P82727,11793963,7148761,60.06,1,242069,5373300,1,,7,92,1,165,0.00752913961347838,480.79,96.158,4257.148666666667,63857.23,5.0,15.0,1,1
21127,L127817,03454005,6973940,270.04,1,242069,4569461,1,,7,92,1,165,0.00752913961347838,480.79,96.158,4257.148666666667,63857.23,5.0,15.0,1,1
21128,P58686,08470177,7092469,62.55,1,242069,5082314,1,,7,92,1,165,0.00752913961347838,480.79,96.158,4257.148666666667,63857.23,5.0,15.0,1,1
21129,K51720,05017990,6984015,39.93,1,307016,4779581,1,,1,93,1,454,0.12978441836228388,5704.8,1140.96,1292.8226470588236,43955.97,5.0,34.0,1,1
21130,K60215,07538769,7050276,2921.58,0,307016,4997048,2,,1,93,1,454,0.12978441836228388,5704.8,1140.96,1292.8226470588236,43955.97,5.0,34.0,2,2
21131,K60215,07538769,7050276,1460.79,1,307016,4997048,2,,1,93,1,454,0.12978441836228388,5704.8,1140.96,1292.8226470588236,43955.97,5.0,34.0,2,2
21132,C8664,06204848,7013281,1882.11,1,378291,K364378,2,06011399,5,552,1,24,0.30595653785381266,1882.11,1882.11,2050.52,6151.56,1.0,3.0,1,1
21133,865501,11215824,7141812,639.9,0,262658,5331062,1,10984759,1,72,1,79,1.0,639.9,639.9,639.9,639.9,1.0,1.0,1,3
21134,P31104,04451813,6959290,120.6,1,295051,4633752,1,,1,215,1,552,0.011591829202182264,120.6,120.6,2600.97,10403.88,1.0,4.0,1,1
21135,C8942,07343045,7064484,5663.25,0,265470,K366059,1,,5,537,1,484,1.0,13588.8,13588.8,13588.8,13588.8,1.0,1.0,1,3
21136,C8942,07495770,7064484,7030.5,0,265470,K366621,1,,5,537,1,484,1.0,13588.8,13588.8,13588.8,13588.8,1.0,1.0,1,3
21137,C8942,07342803,7064484,895.05,0,265470,K366060,1,,5,537,1,484,1.0,13588.8,13588.8,13588.8,13588.8,1.0,1.0,1,3
21138,600245,02495255,6938676,563.86,1,172717,4482023,1,,1,825,1,740,0.02122582469063396,563.86,563.86,13282.405,26564.81,1.0,2.0,1,1
21139,P67890,10224558,7090756,875.84,1,281273,5218977,1,09859398,7,23,1,117,0.6753959808140163,875.84,875.84,259.356,1296.78,1.0,5.0,1,4
21140,K54127,05668528,7028112,423.32,1,262658,4763368,1,,7,196,1,338,0.014595288630348766,423.32,423.32,2900.388,29003.88,1.0,10.0,1,1
21141,857365A,11041750,7120427,1160.64,1,281273,5286961,2,10520026,1,3,1,379,1.052629669602126,1160.64,1160.64,367.53666666666663,1102.61,1.0,3.0,1,2
21142,859203,10207874,7093571,640.66,1,309321,5256037,1,,1,447,1,283,0.9995683445754435,1922.0,1922.0,961.415,1922.83,1.0,2.0,1,3
21143,859203,10207997,7093571,640.67,1,309321,5256038,2,,1,447,1,283,0.9995683445754435,1922.0,1922.0,961.415,1922.83,1.0,2.0,1,3
21144,859203,10244761,7093571,640.67,1,309321,5256038,2,10207977,1,447,1,283,0.9995683445754435,1922.0,1922.0,961.415,1922.83,1.0,2.0,1,3
21145,P57285R,08297124,7136371,753.77,1,262526,5032417,1,,6,92,1,93,1.2734812553069224,1484.79,742.395,233.186,1165.93,2.0,5.0,1,1
21146,P51431,07710102,7125655,731.02,1,262526,4999077,2,07454132,6,92,1,93,1.2734812553069224,1484.79,742.395,233.186,1165.93,2.0,5.0,1,2
21147,K58429,07243682,7018191,661.74,1,295298,4936836,1,07079088,1,86,1,173,0.09378108959187781,661.74,661.74,371.38,7056.22,1.0,19.0,1,1
21148,K12215,98294988,7091100,396.75,1,295298,3333302,1,93378667,1,129,1,15,0.41257643192878835,396.75,396.75,240.41,961.64,1.0,4.0,1,1
21149,K65630,10862662,7108952,838.95,1,297654,5043386,3,08700359,1,66,1,70,0.9573996841390333,3509.99,3509.99,611.0283333333333,3666.17,1.0,6.0,1,3
21150,K65630,10862686,7108952,1242.97,1,297654,5043386,3,08700359,1,66,1,70,0.9573996841390333,3509.99,3509.99,611.0283333333333,3666.17,1.0,6.0,1,3
21151,K72898,10861954,7108952,398.39,1,297654,5233563,1,10289422,1,66,1,70,0.9573996841390333,3509.99,3509.99,611.0283333333333,3666.17,1.0,6.0,1,1
21152,K65630,10862668,7108952,1029.68,1,297654,5043386,3,08700359,1,66,1,70,0.9573996841390333,3509.99,3509.99,611.0283333333333,3666.17,1.0,6.0,1,3
21153,C8854,07469667,7063009,597.28,0,297654,K366745,2,,5,386,1,622,3.708945281274001,2366.27,591.5675,91.14142857142858,637.99,4.0,7.0,2,4
21154,C8284,04436264,7018272,594.9,1,297654,K362235,1,,5,386,1,622,3.708945281274001,2366.27,591.5675,91.14142857142858,637.99,4.0,7.0,1,1
21155,C8854,07572054,7047890,576.9,1,297654,K366744,1,07469482,5,386,1,622,3.708945281274001,2366.27,591.5675,91.14142857142858,637.99,4.0,7.0,1,4
21156,C8854,07469667,7051741,597.19,1,297654,K366745,2,,5,386,1,622,3.708945281274001,2366.27,591.5675,91.14142857142858,637.99,4.0,7.0,2,4
21157,K67606,09358203,7087881,1068.93,1,297654,5132558,1,09119034,1,8,1,70,0.2619795700653232,3047.59,1015.8633333333333,581.6465000000001,11632.93,3.0,20.0,1,1
21158,A42639,07635427,7048334,798.08,1,297654,5023638,1,,1,84,1,176,0.1593909415625272,823.31,823.31,860.8916666666668,5165.35,1.0,6.0,1,1
21159,K65611,08776385,7048334,25.23,1,297654,5120968,1,08701573,1,84,1,176,0.1593909415625272,823.31,823.31,860.8916666666668,5165.35,1.0,6.0,1,1
21160,K50815,05015489,6980536,930.26,1,297654,4735149,1,04873896,1,47,1,35,1.0712344541685859,930.26,930.26,289.46666666666664,868.4,1.0,3.0,1,1
